invoice_no,invoice_ref,amount,payment_method,balanced
X8168,,17751369.04,Advance,False
X8169,,17751381.06,Advance,False
X8170,,17751384.68,Advance,False
X8171,,17752215.83,Advance,False
X8172,,17752218.26,Due,False
X8173,,17752221.58,Due,False
X8174,,17752224.81,Due,False
X8175,,17752237.84,Due,False
X8176,,17752245.14,Advance,False
X8177,,17754726.48,Due,False
X8178,,17755635.19,Due,False
X8181,,17755645.88,Advance,False
X8182,,17755648.69,Due,False
X8184,,17757316.71,Due,False
X8185,,17757320.85,Due,False
X8186,,17757321.67,Due,False
X8187,,17761634.1,Due,False
X8188,,17757348.42,Due,False
X8189,,17757356.41,Due,False
X8190,,17757420.64,Due,False
X8193,,17758262.03,Advance,False
X8196,,17758318.89,Due,False
X8197,,17760806.74,Advance,False
X8198,,17760811.06,Due,False
X8204,,17760885.18,Due,False
X8205,,17760897.01,Due,False
X8206,,17767694.15,Advance,False
X8207,,17786249.1,Advance,False
X8209,,17761635.12,Due,False
X8210,,17761710.59,Advance,False
X8211,,17761722.6,Due,False
X8214,,17762504.65,Due,False
X8215,,17762507.91,Advance,False
X8223,,17762697.13,Advance,False
X8225,,17763496.92,Due,False
X8234,,17767655.22,Due,False
X8235,,17767666.63,Due,False
X8236,,17767671.96,Advance,False
X8237,,17767677.64,Due,False
X8238,,17767682.18,Due,False
X8239,,17767685.52,Due,False
X8240,,17767714.78,Advance,False
X8245,,17767787.68,Advance,False
X8247,,17768538.06,Due,False
X8248,,17768554.78,Advance,False
X8252,,17768585.62,Advance,False
X8253,,17768614.93,Due,False
X8261,,17770250.5,Advance,False
X8262,,17770254.23,Due,False
X8263,,17770258.81,Due,False
X8266,,17771156.17,Advance,False
X8267,,17772981.85,Advance,False
X8268,,17772988.7,Advance,False
X8271,,17774610.91,Due,False
X8272,,17774614.87,Due,False
X8279,,17774683.46,Advance,False
X8280,,17774697.46,Due,False
X8281,,17774712.49,Due,False
X8285,,17774743.48,Due,False
X8287,,17774748.66,Advance,False
X8288,,17775446.6,Due,False
X8290,,17775461.66,Due,False
X8291,,17775474.79,Due,False
X8294,,17779759.5,Advance,False
X8295,,17779777.29,Due,False
X8296,,17780669.03,Advance,False
X8297,,17779778.86,Due,False
X8298,,17779780.08,Advance,False
X8299,,17779797.85,Due,False
X8300,,17779800.75,Due,False
X8301,,17779801.77,Due,False
X8308,,17779901.54,Advance,False
X8309,,17779902.32,Due,False
X8312,,17779918.2,Advance,False
X8316,,17780773.33,Due,False
X8317,,17780781.8,Due,False
X8324,,17782444.74,Advance,False
X8330,,17782496.45,Advance,False
X8331,,17784949.21,Advance,False
X8334,,17786668.46,Due,False
X8335,,17786660.5,Due,False
X8338,,17786665.99,Due,False
X8344,,17786810.11,Due,False
X8345,,17786814.01,Due,False
